surgeon_id,surgeon_name,speciality,subspecialty,preferred_retractor_size,preferred_drill_brand,needs_backup_suction,years_of_experience,hospital_affiliation,procedure,instrument,generation_timestamp
8607,Ms Wood,Orthopaedics,Trauma,Extra Large,Stryker,True,5,"Bryant, Payne and Fowler",Ankle ORIF,AO Synthes Chisel Set,2026-05-04T21:07:18.242404
7655,Ms Nielsen,Orthopaedics,Paediatric,Large,Arthrex V300,True,13,Miller-Ellis,Clubfoot Correction,Paediatric Drills,2026-05-04T21:07:18.242404
5118,Mrs Banks,Orthopaedics,Paediatric,Large,Depuy Synthes,False,22,Newman Group,Clubfoot Correction,Micro Screws Set,2026-05-04T21:07:18.242404
7655,Ms Nielsen,Orthopaedics,Paediatric,Large,Arthrex V300,True,13,Miller-Ellis,Paediatric Femoral Osteotomy,Small Fragment Set,2026-05-04T21:07:18.242404
7709,Miss Lambert,Orthopaedics,Spine,Extra Large,Medtronic,False,25,Lopez-Carter,Cervical Spinal Fusion,Conmed Power Tools,2026-05-04T21:07:18.242404
4840,Mr Sullivan,Orthopaedics,Foot and Ankle,Small,Stryker,True,22,Fowler PLC,Hallux Valgus Correction,Achilles Tendon Repair Kit,2026-05-04T21:07:18.242404
3020,Mr Smith,Orthopaedics,Trauma,Extra Large,Smith & Nephew,False,15,Maldonado-Rogers,DIPJ/PIPJ Fusion,Synthes Distal Radius Plate Set,2026-05-04T21:07:18.242404
5118,Mrs Banks,Orthopaedics,Paediatric,Large,Depuy Synthes,False,22,Newman Group,Blount’s Disease Correction,Synthes Paediatric Plates,2026-05-04T21:07:18.242404
8607,Ms Wood,Orthopaedics,Trauma,Extra Large,Stryker,True,5,"Bryant, Payne and Fowler",Weil Osteotomy,Tornier Humeral Fracture Set,2026-05-04T21:07:18.242404
4360,Miss Maynard,Orthopaedics,Foot and Ankle,Large,Stryker,True,20,"Davis, Jackson and Rodriguez",Lateral Ligament Reconstruction,Small Bone Fixation Set,2026-05-04T21:07:18.242404
7655,Ms Nielsen,Orthopaedics,Paediatric,Large,Arthrex V300,True,13,Miller-Ellis,Clubfoot Correction,Paediatric Orthopaedic Set,2026-05-04T21:07:18.242404
8086,Mrs Ali,Orthopaedics,Foot and Ankle,Extra Large,Zimmer Biomet,False,24,Martinez-Brown,Hallux Valgus Correction,DePuy Synthes Foot Plates,2026-05-04T21:07:18.242404
8607,Ms Wood,Orthopaedics,Trauma,Extra Large,Stryker,True,5,"Bryant, Payne and Fowler",MTPJ Fusion,Synthes Distal Radius Plate Set,2026-05-04T21:07:18.242404
8607,Ms Wood,Orthopaedics,Trauma,Extra Large,Stryker,True,5,"Bryant, Payne and Fowler",Tibial Plateau Fracture Fixation,AO Synthes Chisel Set,2026-05-04T21:07:18.242404
6857,Miss Schneider,Orthopaedics,Foot and Ankle,Large,Medtronic,True,24,"Jones, Valentine and Brown",Achilles Tendon Repair,Small Bone Fixation Set,2026-05-04T21:07:18.242404
1154,Ms Mcdaniel,Orthopaedics,Paediatric,Small,Depuy Synthes,False,26,Cortez-Watson,Clubfoot Correction,Titanium Elastic Nails,2026-05-04T21:07:18.242404
4840,Mr Sullivan,Orthopaedics,Foot and Ankle,Small,Stryker,True,22,Fowler PLC,Lateral Ligament Reconstruction,Small Bone Fixation Set,2026-05-04T21:07:18.242404
9374,Miss Gutierrez,Orthopaedics,Trauma,Medium,Arthrex V300,True,7,French and Sons,Removal of Metalwork from Foot,Hand Set,2026-05-04T21:07:18.242404
5697,Miss Goodwin,Orthopaedics,Trauma,Large,Smith & Nephew,True,11,Suarez and Sons,Weil Osteotomy,Hand Set Extras,2026-05-04T21:07:18.242404
3020,Mr Smith,Orthopaedics,Trauma,Extra Large,Smith & Nephew,False,15,Maldonado-Rogers,Removal of Metalwork from Foot,AO Synthes Chisel Set,2026-05-04T21:07:18.242404
5697,Miss Goodwin,Orthopaedics,Trauma,Large,Smith & Nephew,True,11,Suarez and Sons,Femoral Nail Removal,Conmed Small Joint Set,2026-05-04T21:07:18.242404
6857,Miss Schneider,Orthopaedics,Foot and Ankle,Large,Medtronic,True,24,"Jones, Valentine and Brown",Hallux Valgus Correction,Hallux Valgus Set,2026-05-04T21:07:18.242404
9072,Mrs Price,Orthopaedics,Joints,Small,Smith & Nephew,False,25,Anderson-Delgado,Anatomical Shoulder Replacement,J&J PFC Knee Retractors,2026-05-04T21:07:18.242404
5434,Mrs Solis,Orthopaedics,Spine,Large,Depuy Synthes,False,18,"Edwards, Bishop and Bullock",Lumbar Spinal Fusion,Spinal Instrumentation Set,2026-05-04T21:07:18.242404
5697,Miss Goodwin,Orthopaedics,Trauma,Large,Smith & Nephew,True,11,Suarez and Sons,MTPJ Fusion,Conmed Small Joint Set,2026-05-04T21:07:18.242404
1154,Ms Mcdaniel,Orthopaedics,Paediatric,Small,Depuy Synthes,False,26,Cortez-Watson,Paediatric Fracture Fixation,Pfizer Mini Hip Kit,2026-05-04T21:07:18.242404
5434,Mrs Solis,Orthopaedics,Spine,Large,Depuy Synthes,False,18,"Edwards, Bishop and Bullock",Anterior Cervical Discectomy,McCulloch Lumbar Retractor Set,2026-05-04T21:07:18.242404
5697,Miss Goodwin,Orthopaedics,Trauma,Large,Smith & Nephew,True,11,Suarez and Sons,Weil Osteotomy,Acumed Acutrak Screw Removal Set,2026-05-04T21:07:18.242404
8607,Ms Wood,Orthopaedics,Trauma,Extra Large,Stryker,True,5,"Bryant, Payne and Fowler",Femoral Nail Removal,Hand Set Extras,2026-05-04T21:07:18.242404
3020,Mr Smith,Orthopaedics,Trauma,Extra Large,Smith & Nephew,False,15,Maldonado-Rogers,Femoral Nail Removal,Tornier Humeral Fracture Set,2026-05-04T21:07:18.242404
7186,Ms Scott,Orthopaedics,Joints,Small,Smith & Nephew,True,23,Peterson-Marsh,Total Knee Replacement,Norfolk and Norwich Retractors,2026-05-04T21:07:18.242404
5697,Miss Goodwin,Orthopaedics,Trauma,Large,Smith & Nephew,True,11,Suarez and Sons,Removal of Metalwork from Foot,Tornier Humeral Fracture Set,2026-05-04T21:07:18.242404
4840,Mr Sullivan,Orthopaedics,Foot and Ankle,Small,Stryker,True,22,Fowler PLC,Achilles Tendon Repair,Achilles Tendon Repair Kit,2026-05-04T21:07:18.242404
7585,Mr King,Orthopaedics,Joints,Large,Zimmer Biomet,True,25,Shields-Hall,Reverse Total Shoulder Replacement,Stryker System 6 Retractors,2026-05-04T21:07:18.242404
6739,Mr Lopez,Orthopaedics,Trauma,Large,Depuy Synthes,True,11,Dalton-Carter,DIPJ/PIPJ Fusion,Conmed Small Joint Set,2026-05-04T21:07:18.242404
8607,Ms Wood,Orthopaedics,Trauma,Extra Large,Stryker,True,5,"Bryant, Payne and Fowler",TMTJ Fusion,Synthes Distal Radius Plate Set,2026-05-04T21:07:18.242404
5017,Mr Rodriguez,Orthopaedics,Paediatric,Medium,Zimmer Biomet,True,24,Howard-Gordon,Paediatric Femoral Osteotomy,Pfizer Mini Hip Kit,2026-05-04T21:07:18.242404
5118,Mrs Banks,Orthopaedics,Paediatric,Large,Depuy Synthes,False,22,Newman Group,Clubfoot Correction,Titanium Elastic Nails,2026-05-04T21:07:18.242404
7585,Mr King,Orthopaedics,Joints,Large,Zimmer Biomet,True,25,Shields-Hall,Uncemented Hip Replacement,Initial Retractors,2026-05-04T21:07:18.242404
5697,Miss Goodwin,Orthopaedics,Trauma,Large,Smith & Nephew,True,11,Suarez and Sons,Tibial Plateau Fracture Fixation,Hand Set,2026-05-04T21:07:18.242404
5017,Mr Rodriguez,Orthopaedics,Paediatric,Medium,Zimmer Biomet,True,24,Howard-Gordon,Paediatric Fracture Fixation,Paediatric Orthopaedic Set,2026-05-04T21:07:18.242404
9072,Mrs Price,Orthopaedics,Joints,Small,Smith & Nephew,False,25,Anderson-Delgado,Unicompartmental Knee Replacement,Muller Basic Hip Set,2026-05-04T21:07:18.242404
7655,Ms Nielsen,Orthopaedics,Paediatric,Large,Arthrex V300,True,13,Miller-Ellis,Clubfoot Correction,Micro Screws Set,2026-05-04T21:07:18.242404
5017,Mr Rodriguez,Orthopaedics,Paediatric,Medium,Zimmer Biomet,True,24,Howard-Gordon,Paediatric Femoral Osteotomy,Pfizer Mini Hip Kit,2026-05-04T21:07:18.242404
4840,Mr Sullivan,Orthopaedics,Foot and Ankle,Small,Stryker,True,22,Fowler PLC,Triple Arthrodesis,Foot and Ankle Arthrodesis Set,2026-05-04T21:07:18.242404
7186,Ms Scott,Orthopaedics,Joints,Small,Smith & Nephew,True,23,Peterson-Marsh,Reverse Total Shoulder Replacement,Muller Basic Hip Set,2026-05-04T21:07:18.242404
5152,Mr Andrade,Orthopaedics,Joints,Extra Large,Stryker,True,11,Price Inc,Patellofemoral Joint Replacement,Arthrex Arthroscopy Set,2026-05-04T21:07:18.242404
6857,Miss Schneider,Orthopaedics,Foot and Ankle,Large,Medtronic,True,24,"Jones, Valentine and Brown",Achilles Tendon Repair,Foot and Ankle Arthrodesis Set,2026-05-04T21:07:18.242404
6857,Miss Schneider,Orthopaedics,Foot and Ankle,Large,Medtronic,True,24,"Jones, Valentine and Brown",Hallux Valgus Correction,Small Bone Fixation Set,2026-05-04T21:07:18.242404
5118,Mrs Banks,Orthopaedics,Paediatric,Large,Depuy Synthes,False,22,Newman Group,Blount’s Disease Correction,Paediatric Orthopaedic Set,2026-05-04T21:07:18.242404
8607,Ms Wood,Orthopaedics,Trauma,Extra Large,Stryker,True,5,"Bryant, Payne and Fowler",Femoral Nail Removal,Mr. Mask Foot Instruments,2026-05-04T21:07:18.242404
