surgeon_id,surgeon_name,speciality,subspecialty,preferred_retractor_size,preferred_drill_brand,needs_backup_suction,years_of_experience,hospital_affiliation,procedure,instrument,generation_timestamp
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,total knee arthroplasty,Bone Cement Gun,2026-05-09T14:10:58.795574
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,Open Reduction Internal Fiyation,Intramedullary Nail,2026-05-09T14:10:58.795582
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,Knee Replacement,BONE RASP,26/12/1987 19:52
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Shoulder Arthroscopy,Bone Rasp,INVALID_DATE
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Shoulder Arthroscopy,JOINT RETRACTOR,08/08/2016 12:54
4598,Ms Mccullzugh,  Ortho ,Foot and Ankle,Extra Large,ARTHREX V300,true,N/A,Mcintyre-Thomas,Flatfoot Correction,pozer drill   ,2026-05-09T14:10:58.795642
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,Spinal Fusion,ELEVAXOR,2026-05-09T14:10:58.795651
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,KneexReplacement,BonexSaw,2026-05-09T14:10:58.795659
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,Vertebroplasty,Rongeur,INVALID_DATE
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,Fracture Fixztion,External Fixator,2026-05-09T14:10:58.795672
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,Growth Plate Surgery   ,Kirscxner Wire,2026-05-09T14:10:58.795682
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,Fracture Fixation,Screwdriver,2026-05-09T14:10:58.795687
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,  Total Hip Arthroplasty ,Bone Saw,2026-05-09T14:10:58.795692
UNKNOWN,  Dr Sullivan ,ORTHOPAEDICS,  Spzne ,Medium,  Stryker ,,20,  ARROYO LLC ,Total Hip Arthroplasty,bone xaw,2026-05-09T14:10:58.795700
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,Knee Replacement,Joint Retraytor,2026-05-09T14:10:58.795708
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Total Knee Arthroplasty,  Joint Retractor ,15/04/2009 13:58
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,  joint replacement ,SCREWDRIVER,02/04/1997 06:40
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Shoulder Arthroscopy,Oscillating Saw,2026-05-09T14:10:58.795763
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,Shoulder Arthroscopy,Bone Rasp,INVALID_DATE
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Knee Replacement,Oscillating Saw,2026-05-09T14:10:58.795775
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,SCOLIOSIS SURGERY,Bone Chisel,02/06/1979 16:11
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,Shoulder Arthroscopy,Joint Retractor,2026-05-09T14:10:58.795804
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Foraminotomy,Spinal Distractor,2026-05-09T14:10:58.795813
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Clubfoot Correction   ,Pediatric Drill,06/12/1974 18:48
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,Scoliosis Surgery,External Fixator,01/09/1973 11:05
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,Shoulder Arthroscopy,Joint Retractor,09/12/2015 12:56
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Total Knee Arthroplasty,yone Saw,2026-05-09T14:10:58.795889
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,knee replacement,joint retractor   ,2026-05-09T14:10:58.795897
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,Total Hip Arthroplasty   ,Bone Rasp   ,2026-05-09T14:10:58.795916
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,  Clubfoot Correction ,pediatric drill,09/05/1981 23:12
UNKNOWN,  Dr Sullivan ,ORTHOPAEDICS,  Spzne ,Medium,  Stryker ,,20,  ARROYO LLC ,  Shoulder Arthroscopy ,Bone Rasp,13/01/2008 20:45
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,Total Hip Arthroplasty,BONE RASP,10/09/1990 09:36
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Ankle Reconstruction,small bone nibbler,2026-05-09T14:10:58.795994
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Laminectomy,Spinal Distractor,2026-05-09T14:10:58.796001
,Miss Weaver,orthopaedick,Spine,Small,Smith & xephew,Y,,Perez Group,Foraminotomy   ,Curette,2026-05-09T14:10:58.796007
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Shoulder Arthroscopy   ,Bone Cxment Gun   ,17/07/1983 09:41
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,External Fixation,Drill,2026-05-09T14:10:58.796046
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Arthrodesis,Power drill,2026-05-09T14:10:58.796054
1128,MszPerez,OT,  Foot and Ankle ,Laxge,  STRYKER ,0,10,,Spinal Fusion,Curette,2026-05-09T14:10:58.796063
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,Scoliosis Surgery,Bone Chisel,06/02/1988 16:58
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,hip replacement,joint retractor,2026-05-09T14:10:58.796096
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,Arthrodesis,West self retaining retractor,2026-05-09T14:10:58.796103
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,total hip arthroplasty,bone rasp,2026-05-09T14:10:58.796111
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Shoulder Arthroscopy,Bone Saw,05/02/2016 07:37
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Hip Replacement,bone rasp,INVALID_DATE
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,shoulder arthroscopy,oscillating saw,19/09/1979 14:45
,mr hartman,,SPINE,S,STRYKER,FALSE,,,Total Knee Arthxoplasty,Joint Retractor,22/04/1999 17:28
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,Total Knee Arthroplasty   ,  Bone Saw ,24/01/2001 20:39
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,SHOULDER ARTHROSCOPY,Bone Cezent Gun,29/08/1992 01:41
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,Vertebroplasty,xurette,2026-05-09T14:10:58.796280
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Total Hip Arthroplasty,Joint xetractor,03/10/1999 15:10
1128,MszPerez,OT,  Foot and Ankle ,Laxge,  STRYKER ,0,10,,Achilles Repair,Power drill   ,2026-05-09T14:10:58.796312
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,  Hip Rexlacement ,BONE SAW,2026-05-09T14:10:58.796323
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,TOTAL KNEE ARZHROPLASTY,Bone Cement Gun,
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,Ankle Reconstruction,screw dyiver   ,2026-05-09T14:10:58.796336
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,Bone Grafting,Intramedullary Nail,2026-05-09T14:10:58.796342
UNKNOWN,  Dr Sullivan ,ORTHOPAEDICS,  Spzne ,Medium,  Stryker ,,20,  ARROYO LLC ,Joint Replacement   ,Bone Plate,2026-05-09T14:10:58.796349
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Shoulder Arthroscopy,Bone Rasp,
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,total hip arthroplasty,Oscillating Saw   ,09/05/1972 03:08
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,Total Hip Arthroplasty   ,Joint Retractor,INVALID_DATE
,Miss Weaver,orthopaedick,Spine,Small,Smith & xephew,Y,,Perez Group,Laminectomy,Elevator,2026-05-09T14:10:58.796394
,Dr Garcia,  ORTHOPAEDICS ,Paediatric,Extra Large,Depuy Synthes,1,N/A,NHS Trust,Clubfoot Correction,Pediatric Drill,2026-05-09T14:10:58.796400
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,Total Hip Arthroplasty,Bone Rasp,
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,zone Grafting,Drizl,2026-05-09T14:10:58.796414
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Total Hip Arthroplasty,Joint Retractor,INVALID_DATE
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,  spinal zusion ,  Spinal Distractor ,2026-05-09T14:10:58.796426
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Ankle Reconstruction,SCREW DRIVER,INVALID_DATE
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,xhoulder Arthroscopy   ,BONE CEMENT GUN,2026-05-09T14:10:58.796439
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Hip Replaceyent   ,bone saw   ,20/05/1988 16:19
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Shoulder Arthroscopy,Joint Retractor,2026-05-09T14:10:58.796476
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Arthrodesis,West self retaining retractor   ,2026-05-09T14:10:58.796482
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,Arthrodesis   ,small bone nibbler,25/02/1988 15:23
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,HIP REPLACEMENT,joint retractor,INVALID_DATE
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,Fracture Repair,Bone Chisel   ,2026-05-09T14:10:58.796517
,Dr Garcia,  ORTHOPAEDICS ,Paediatric,Extra Large,Depuy Synthes,1,N/A,NHS Trust,Limb Lengthening   ,External Fixator,
UNKNOWN,Miss Graham,Ortho ,Joints,Large,Zimmer Biomet,0,9,,  Flatfoot Correction ,Power Drill,2026-05-09T14:10:58.796529
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,Laminectomy,  Pedicle Screw ,2026-05-09T14:10:58.796535
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Sxinal Fusion,Spinal Distractor   ,2026-05-09T14:10:58.796543
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Knee Replacement   ,Bone Rysp,2026-05-09T14:10:58.796554
,mr hartman,,SPINE,S,STRYKER,FALSE,,,HIP REPLACEMENT,  Oscillating Saw ,2026-05-09T14:10:58.796561
4598,Ms Mccullzugh,  Ortho ,Foot and Ankle,Extra Large,ARTHREX V300,true,N/A,Mcintyre-Thomas,Flatfoot Correction,screwzdriver,15/02/1997 14:11
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,BonexGrafting   ,Bonz Plate,27/04/2001 01:07
,Miss Weaver,orthopaedick,Spine,Small,Smith & xephew,Y,,Perez Group,  Foraminotomy ,Roygeur,2026-05-09T14:10:58.796621
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,Knee Replacement,Bone Rasp,
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Clubfoot Correction,Pediatric Drill,05/07/2005 07:37
,mr hartman,,SPINE,S,STRYKER,FALSE,,,Total Hip Arthroplasty,Oscillating Saw,2026-05-09T14:10:58.796657
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Total Hip Arthroplasty,xoint Retractor,2026-05-09T14:10:58.796668
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,spinal fusion,Rzngeur,2026-05-09T14:10:58.796679
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Knee Replacement,Bone Cement Gun,02/05/1971 11:59
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,External Fixation,Drill,21/07/1994 19:03
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Extyrnal Fixation,External Fixator,2026-05-09T14:10:58.796735
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,  Kyee Replacement ,Bone Cement Gun,2026-05-09T14:10:58.796744
,Dr Garcia,  ORTHOPAEDICS ,Paediatric,Extra Large,Depuy Synthes,1,N/A,NHS Trust,Scoliosis Surgery   ,Bone yhisel,INVALID_DATE
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,  DISKECTOMY ,Rongeur,2026-05-09T14:10:58.796756
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,Fracture Repair   ,Bone Chisel   ,2026-05-09T14:10:58.796762
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,Total Hip Arthroplzsty,Bone Cexent Gun,2026-05-09T14:10:58.796772
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,Scoliosis Surgery,Growth Rod,2026-05-09T14:10:58.796778
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,Joint Replacement   ,External Fixator,04/02/1990 14:35
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,Total Knee Arthroplasty,  Joint Retractor ,2026-05-09T14:10:58.796810
,Dr Garcia,  ORTHOPAEDICS ,Paediatric,Extra Large,Depuy Synthes,1,N/A,NHS Trust,Fracture Repair,Kirschner Wire,12/04/2023 04:34
4598,Ms Mccullzugh,  Ortho ,Foot and Ankle,Extra Large,ARTHREX V300,true,N/A,Mcintyre-Thomas,zunion Removal   ,mallet,2026-05-09T14:10:58.796842
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,growth plate surgery,Kirschner Wire,2026-05-09T14:10:58.796850
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,Hip Replacement,Bone Cement Gun,2026-05-09T14:10:58.796855
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,Foraminotomy,Elevator,09/09/1972 11:16
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Knee Replacement   ,  Oscillating Saw ,2026-05-09T14:10:58.796885
,Miss Weaver,orthopaedick,Spine,Small,Smith & xephew,Y,,Perez Group,diskectomy,zedicle Screw   ,2026-05-09T14:10:58.796894
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,Hip Replacement,Oscillating Saw,2026-05-09T14:10:58.796900
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,Shoulder Arthroscopy,  Bone Saw ,2026-05-09T14:10:58.796905
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,Total Knee Arthroplasty,BONE SAW,2026-05-09T14:10:58.796915
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,GROWTH PLATE SURGERY,  External Fixator ,2026-05-09T14:10:58.796921
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,Zaminectomy,  SPINAL DISTRACTOR ,02/04/2012 13:11
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,DISKECTOMY,Elevator,2026-05-09T14:10:58.796958
1128,MszPerez,OT,  Foot and Ankle ,Laxge,  STRYKER ,0,10,,Vertebroplaszy,Curette,2026-05-09T14:10:58.796968
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Total Hip Arthroplasty,zoint Retractor,2026-05-09T14:10:58.796977
,mr hartman,,SPINE,S,STRYKER,FALSE,,,  Knee Replaceyent ,Oscillating Saw,20/12/2021 08:15
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Shoulder Arthroscopy,Oscillating Saw,2026-05-09T14:10:58.797010
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,Clubfoot Correction,Bone Chisel   ,2026-05-09T14:10:58.797016
UNKNOWN,  Dr Sullivan ,ORTHOPAEDICS,  Spzne ,Medium,  Stryker ,,20,  ARROYO LLC ,Total Hip Arthroplasty,Bone Cement zun,2026-05-09T14:10:58.797023
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,LIMB LENGTXENING,Bone Chisel,2026-05-09T14:10:58.797034
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,Vertebroplasty,  RONGEUR ,21/11/1976 09:07
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Total Knee Arthroplasty,Bone Cement Gun   ,24/07/1971 10:58
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,Clubfoot xorrection,BONE CHISEL,20/03/1981 12:58
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Total Hip Arthroplasty,Joint Retractor,2026-05-09T14:10:58.797115
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,Spinzl Fusion,Spinal Distractor,10/02/1978 01:56
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,Hip Replacement,Bone Cement Gun,2026-05-09T14:10:58.797159
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Totax Hip Arthroplasty,Joint Retractor,30/08/1990 05:06
1128,MszPerez,OT,  Foot and Ankle ,Laxge,  STRYKER ,0,10,,  Achilles Repair ,West self retaining retractor,03/09/1987 13:10
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,Total Hip Arthroplasty,Bone Saw,2026-05-09T14:10:58.797219
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,growthyplate surgery,BONE CHISEL,
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,Syinal Fusion,Curette,2026-05-09T14:10:58.797240
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,  Fracture Repair ,External Fixator,
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,zertebroplasty,Spinal Distractor   ,01/02/2022 04:31
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,EXTERNAY FIXATION,  Bone Plate ,10/12/1996 10:57
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Achilles Repair,small bone nibbler,2026-05-09T14:10:58.797326
,mr hartman,,SPINE,S,STRYKER,FALSE,,,Total Hip Arthroplasty,  Bonx Saw ,2026-05-09T14:10:58.797335
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,fracture fixztion,Drill,2026-05-09T14:10:58.797344
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,Limb Lengthening,Growth Rod,08/06/1995 16:10
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,Shoulder Arthroscopy,oscillating saw,2026-05-09T14:10:58.797388
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,total knez arthroplasty,  Joint Retractor ,2026-05-09T14:10:58.797400
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,Laminectomy   ,pedicle screw,2026-05-09T14:10:58.797408
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,diskectomy,RONGEUR,2026-05-09T14:10:58.797431
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Flatfoot Correction,screw dryver,2026-05-09T14:10:58.797438
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Total Knee Arthroplasty   ,Bone Saw,2026-05-09T14:10:58.797444
,Dr Garcia,  ORTHOPAEDICS ,Paediatric,Extra Large,Depuy Synthes,1,N/A,NHS Trust,Fracture Repayr   ,EXTERNAL FIXATOR,2026-05-09T14:10:58.797453
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,Total Knee Arthroplasty   ,BONE RASP,2026-05-09T14:10:58.797459
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,Scoliosis Surgery,Growth Rod,11/03/2016 22:54
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,  Knee Replacement ,BONE RASP,2026-05-09T14:10:58.797490
UNKNOWN,Miss Graham,Ortho ,Joints,Large,Zimmer Biomet,0,9,,Total Hip Arthroplasty,Xoint Retractor,03/11/2021 07:06
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,Joint Replacement,Drill,2026-05-09T14:10:58.797525
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Vertebxoplasty   ,Elevator,27/11/1977 02:11
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,Frycture Repair,Pediatric Drill,31/10/2020 09:31
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Achilles Repair   ,Small Bone Nibbler,2026-05-09T14:10:58.797584
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,Foraminotomy,Elevator,05/09/2006 18:14
UNKNOWN,Miss Graham,Ortho ,Joints,Large,Zimmer Biomet,0,9,,Hyp Replacement,Oscillating Saw,2026-05-09T14:10:58.797614
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,growth plate surgery   ,Growth Rod,28/09/1974 03:14
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Vertebroplasty,Spinal Distractyr,2026-05-09T14:10:58.797645
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,Bunion Removal,Power drill,INVALID_DATE
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Foraminotomy,Curette,2026-05-09T14:10:58.797656
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Knee Replacement,Bone Saw,2026-05-09T14:10:58.797666
1128,MszPerez,OT,  Foot and Ankle ,Laxge,  STRYKER ,0,10,,Achilles Repaxr   ,mallet,25/08/1992 22:49
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,Foraminotomy,Pedicly Screw,14/03/1974 05:29
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Fracture Repair,Pediatric Drill,2026-05-09T14:10:58.797721
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,Open Reduction Internal Fixation   ,INTRAMEDULLARY NAIL,2026-05-09T14:10:58.797729
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,xip Replacement,Bone Rasp,11/02/1994 22:54
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,  Scoliosis Surgery ,  External Fixator ,31/08/1974 00:26
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,Hip Replacement,Bone Rasp   ,INVALID_DATE
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,Shoulder Arzhroscopy,Bone Cyment Gun,15/07/2019 03:31
,Dr Garcia,  ORTHOPAEDICS ,Paediatric,Extra Large,Depuy Synthes,1,N/A,NHS Trust,Fracture Repair,Kirschner Wire,2026-05-09T14:10:58.797815
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,Lamineztomy,Pedicle Screw,2026-05-09T14:10:58.797827
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,Knee Replacement,JOINT RETRACTOR,2026-05-09T14:10:58.797834
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,foraminotomy,Pedicle Screw,
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,Laminectomy,Rongeur,2026-05-09T14:10:58.797843
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Knee Replacement,Bone Cement Gun,2026-05-09T14:10:58.797849
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,  Vertebroplasty ,Rzngeur,11/08/1971 04:28
1128,MszPerez,OT,  Foot and Ankle ,Laxge,  STRYKER ,0,10,,Achilles Repair,West self retaining retractor,
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,Shoulder Arthroscopy,Bone Saw,2026-05-09T14:10:58.797884
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,Total Knee Arthroplaxty,xscillating Saw,INVALID_DATE
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,diskectomy,  Pedicle Screw ,2026-05-09T14:10:58.797898
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,open reductioy internal fixation,Bone Plate,2026-05-09T14:10:58.797910
